,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made
0,dummy-lora-7b-rank-8-0,178,18,2.5992648601531982,1.4989724159240723,0.0,0,0,0,2,25772,1,522,1,2000,1,1
1,dummy-lora-7b-rank-8-2,532,8,1.7200262546539307,1.4976520538330078,0.0,160977,2,0,2,24866,1,590,1,2000,12,1
2,dummy-lora-7b-rank-8-3,732,2,2.4377307891845703,2.401747703552246,0.0,160976,3,0,2,24866,1,590,1,2000,4,1
3,dummy-lora-7b-rank-8-4,604,1,2.4013216495513916,2.4010369777679443,0.0,160975,4,0,2,24866,1,590,1,2000,4,1
4,dummy-lora-7b-rank-8-5,225,20,3.9184937477111816,2.400575637817383,0.0,157161,5,0,2,14995,1,287,1,2000,1,1
5,dummy-lora-7b-rank-8-6,225,18,3.865567445755005,2.3998637199401855,0.0,157160,6,0,2,14995,1,287,1,2000,1,1
6,dummy-lora-7b-rank-8-7,947,3,2.4619967937469482,2.399252414703369,0.0,156466,7,0,2,30310,1,518,1,2000,2,1
7,dummy-lora-7b-rank-8-8,44,1,2.3987603187561035,2.3986010551452637,0.0,156465,8,0,2,45254,1,733,1,2000,1,1
8,dummy-lora-7b-rank-8-9,44,1,2.39762020111084,2.3974499702453613,0.0,149744,9,0,2,45254,1,733,1,2000,3,1
9,dummy-lora-7b-rank-8-10,1459,61,8.745037317276001,2.3962771892547607,0.0,149743,10,0,2,45254,1,733,1,2000,1,1
10,dummy-lora-7b-rank-8-11,414,4,2.4845831394195557,2.3954293727874756,0.0,149742,11,0,2,45254,1,733,1,2000,2,1
11,dummy-lora-7b-rank-8-12,212,33,5.983585834503174,2.3946311473846436,0.0,149741,12,0,2,45254,1,733,1,2000,1,1
12,dummy-lora-7b-rank-8-13,711,77,11.217220067977905,2.3932137489318848,0.0,149740,13,0,2,39047,1,1325,1,2000,1,1
13,dummy-lora-7b-rank-8-3,140,1,2.392253875732422,2.3919312953948975,0.0,160976,14,0,2,24866,1,590,1,2000,4,2
14,dummy-lora-7b-rank-8-14,959,9,2.6128876209259033,2.39105486869812,0.0,142163,15,0,2,56808,1,157,1,2000,1,1
15,dummy-lora-7b-rank-8-14,197,6,2.531860113143921,2.3900034427642822,0.0,142160,17,0,2,56808,1,157,1,2000,1,1
16,dummy-lora-7b-rank-8-14,1282,12,3.6865265369415283,2.389021635055542,0.0,129887,20,0,2,56808,1,157,1,2000,1,1
17,dummy-lora-7b-rank-8-15,471,1,2.3879685401916504,2.387711524963379,0.0,129886,21,0,2,23936,1,634,1,2000,3,3
18,dummy-lora-7b-rank-8-17,726,3,2.449455738067627,2.386901617050171,0.0,125897,23,0,2,23936,1,634,1,2000,5,2
