Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec
3574,dummy-lora-7b-rank-8-14,99,1,129.68009066581726,129.67950057983398,27.0,112617,3877,0,2,1957,1,11,1,2000,1,1,1694.6682828282828,393.85076503878383,0.05058763413387839,0.0,0.09090909090909091,0.23240581595206022,171161.49656565656
3575,dummy-lora-7b-rank-8-14,172,1,129.67980456352234,129.67923998832703,27.0,112618,3878,0,2,1957,1,11,1,2000,1,1,1771.2432432432433,477.71813398384677,0.08788962698007154,0.0,0.09090909090909091,0.26970780879825335,308196.3243243243
3576,dummy-lora-7b-rank-8-14,199,1,129.6785397529602,129.6779146194458,27.0,112619,3879,0,2,1957,1,11,1,2000,1,1,1599.6582761250954,453.5102178283763,0.10168625447112928,0.0,0.09090909090909091,0.2835044362893111,321531.3135011442
3577,dummy-lora-7b-rank-8-14,103,1,129.6780526638031,129.67782759666443,27.0,112620,3880,0,2,1957,1,11,1,2000,1,1,4443.118644067797,1041.688103154651,0.05263157894736842,0.0,0.09090909090909091,0.23444976076555024,466527.4576271186
3578,dummy-lora-7b-rank-8-196,1385,1,129.67654418945312,129.67604279518127,27.0,161523,3881,0,2,24866,1,590,1,2000,3,2,1994.4384213029007,117.84812476473226,0.05569854419689536,0.0,0.001694915254237288,0.059088374705369935,2766286.0903471233
3579,dummy-lora-7b-rank-8-14,147,1,129.67542719841003,129.6749186515808,27.0,112622,3882,0,2,1957,1,11,1,2000,1,1,1966.3872480075013,505.23007705344406,0.07511497189575882,0.0,0.09090909090909091,0.25693315371394065,292991.6999531177
3580,dummy-lora-7b-rank-8-725,684,2,129.70416593551636,129.67367219924927,27.0,161529,3883,0,2,24866,1,590,1,2000,6,3,65.58724003127443,1.1243981581784053,0.027507439877744712,0.0,0.003389830508474576,0.03428710089469386,22562.010570758404
3581,dummy-lora-7b-rank-8-14,152,1,129.67362332344055,129.6733899116516,27.0,112621,3884,0,2,1957,1,11,1,2000,1,1,4284.273748723187,1111.7179895186382,0.07766990291262135,0.0,0.09090909090909091,0.2594880847308032,659778.1573033708
3582,dummy-lora-7b-rank-8-692,449,4,129.75807929039,129.67155838012695,27.0,161533,3885,0,2,24866,1,590,1,2000,4,3,46.231598671807305,0.3654157856404183,0.018056784364192068,0.0,0.006779661016949152,0.03161610639809037,5281.960148253985
3583,dummy-lora-7b-rank-8-569,1795,12,130.90915775299072,129.67054080963135,27.0,161367,3886,0,2,24866,1,590,1,2000,4,4,9.68822529381329,0.0911217052279088,0.07218692190139146,0.0,0.020338983050847456,0.11286488800308637,1468.5734841205312
3584,dummy-lora-7b-rank-8-676,455,2,129.69936060905457,129.6693913936615,27.0,161494,3887,0,2,24866,1,590,1,2000,4,4,66.73514717581543,0.8367832919377681,0.01829807769645299,0.0,0.003389830508474576,0.02507773871340214,15315.716276849642
3585,dummy-lora-7b-rank-8-720,667,2,130.9074993133545,130.87558960914612,27.0,161531,3889,0,2,24866,1,590,1,2000,5,2,62.67685801597442,1.0530789077157732,0.026823775436338775,0.0,0.003389830508474576,0.03360343645328793,21028.08586435942
3586,dummy-lora-7b-rank-8-656,645,23,132.73159790039062,130.87429881095886,27.0,161463,3890,0,2,24866,1,590,1,2000,3,3,12.383573615511118,0.05594421248801322,0.025939033218048742,0.0,0.03898305084745763,0.103905134912964,372.04562470948616
3587,dummy-lora-7b-rank-8-533,1183,1,130.8736138343811,130.87323212623596,27.0,161344,3892,0,2,24866,1,590,1,2000,4,3,2619.8026233603996,133.5178019330607,0.047575002010777766,0.0,0.001694915254237288,0.050964832519252344,3104466.1086820737
3588,dummy-lora-7b-rank-8-726,737,1,130.87204146385193,130.87166953086853,27.0,161528,3893,0,2,24866,1,590,1,2000,3,2,2688.6564102564103,88.80281205339718,0.02963886431271616,0.0,0.001694915254237288,0.03302869482119074,1986917.087179487
3589,dummy-lora-7b-rank-8-267,326,3,130.04689002037048,129.98816442489624,28.0,43233,3894,0,2,24866,1,590,1,2000,1,1,51.08505032215108,0.3964159475994992,0.01311027105284324,0.0,0.005084745762711864,0.023279762578266968,5653.412235651386
3590,dummy-lora-7b-rank-8-30,662,8,130.1835482120514,129.98691248893738,28.0,161530,3895,0,2,24866,1,590,1,2000,4,2,40.684367384055776,0.2733040613179472,0.026622697659454676,0.0,0.013559322033898305,0.053741341727251285,3448.0001357987267
3591,dummy-lora-7b-rank-8-14,16,1,129.98734140396118,129.98697781562805,28.0,6286,3896,0,2,3510,1,263,1,2000,1,1,2750.3632786885246,33.45257861093752,0.004558404558404558,0.0,0.0038022813688212928,0.012162967296047144,49506.53901639344
3592,dummy-lora-7b-rank-8-375,447,2,130.01839900016785,129.9864366054535,28.0,161545,3897,0,2,24866,1,590,1,2000,4,4,62.57353423840072,0.7745356532772171,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14110.331970759362
3593,dummy-lora-7b-rank-8-14,64,13,131.2344527244568,129.9857292175293,28.0,7,3898,0,2,25772,1,522,1,2000,2,2,10.410631278966443,0.041876159177354905,0.0024833152258264784,0.0,0.02490421455938697,0.05229174434460042,72.07360116207538
3594,dummy-lora-7b-rank-8-14,16,1,129.98556518554688,129.985121011734,28.0,6284,3899,0,2,3510,1,263,1,2000,1,1,2251.370907139023,27.383350714803928,0.004558404558404558,0.0,0.0038022813688212928,0.012162967296047144,40524.67632850241
3595,dummy-lora-7b-rank-8-717,165,25,131.8965995311737,129.98474669456482,28.0,19,3900,0,2,25772,1,522,1,2000,2,1,13.076320269683142,0.0534495834213183,0.00640229706658389,0.0,0.04789272030651341,0.10218773767961072,112.45635431927504
3596,dummy-lora-7b-rank-8-14,70,4,130.07061767578125,129.98295402526855,28.0,6285,3901,0,2,3510,1,263,1,2000,1,1,45.6289462805422,0.5744829310558661,0.019943019943019943,0.0,0.015209125475285171,0.050361270893590285,889.7644524705729
3597,dummy-lora-7b-rank-8-30,661,2,130.01378226280212,129.9818594455719,28.0,161540,3902,0,2,24866,1,590,1,2000,4,2,62.65111207372996,1.0450876838476413,0.02658248210407786,0.0,0.003389830508474576,0.03336214312102701,20831.494764515213
3598,dummy-lora-7b-rank-8-727,539,3,130.04028725624084,129.98139905929563,28.0,161544,3905,0,2,24866,1,590,1,2000,2,2,50.94399481768427,0.5407819822222478,0.021676184348105847,0.0,0.005084745762711864,0.03184567587352957,9254.825725212642
3599,dummy-lora-7b-rank-8-345,354,3,130.0390603542328,129.98093366622925,28.0,43233,3906,0,2,24866,1,590,1,2000,1,1,51.61140438308293,0.41987250550610344,0.014236306603394193,0.0,0.005084745762711864,0.02440579812881792,6193.3685259699505
3600,dummy-lora-7b-rank-8-14,86,8,130.17563676834106,129.97966027259827,28.0,6287,3907,0,2,3510,1,263,1,2000,1,1,40.82122179845131,0.43544980268737843,0.0245014245014245,0.0,0.030418250950570342,0.08533792640256518,520.4705779302542
3601,dummy-lora-7b-rank-8-220,1166,29,131.9987952709198,129.9789400100708,28.0,125932,3909,0,2,23936,1,634,1,2000,4,4,14.357464399607785,0.06940887689024851,0.04871323529411765,0.0,0.04574132492113565,0.14019588513638895,605.984014659308
3602,dummy-lora-7b-rank-8-218,1216,18,131.3604383468628,129.97757935523987,28.0,125936,3910,0,2,23936,1,634,1,2000,4,4,13.016511523619036,0.07779858544798551,0.05080213903743316,0.0,0.028391167192429023,0.1075844734222912,905.370690420613
3603,dummy-lora-7b-rank-8-297,1545,22,131.80675101280212,129.97686433792114,28.0,125934,3911,0,2,23936,1,634,1,2000,4,4,12.022602438717094,0.07320002840721698,0.0645471256684492,0.0,0.03470031545741325,0.13394775658327568,868.3597852327937
3604,dummy-lora-7b-rank-8-14,190,8,130.17158198356628,129.97523975372314,28.0,129989,3912,0,2,56808,1,157,1,2000,1,1,40.745182564093845,0.5360814505456699,0.003344599352203915,0.0,0.050955414012738856,0.10525542737768162,1049.1884510254165
3605,dummy-lora-7b-rank-8-14,1898,9,130.1971595287323,129.9743094444275,28.0,129988,3913,0,2,56808,1,157,1,2000,1,1,40.38589452669891,0.6643949415752388,0.03341078721306858,0.0,0.05732484076433121,0.148060468741731,8597.70821257279
3606,dummy-lora-7b-rank-8-14,182,17,131.3287856578827,129.97270154953003,28.0,142200,3914,0,2,6396,1,182,1,2000,1,1,12.536095582339062,0.1587427137005059,0.028455284552845527,0.0,0.09340659340659341,0.21526847136603233,159.28215563442572
3607,dummy-lora-7b-rank-8-711,480,3,130.03082036972046,129.97224617004397,28.0,149803,3915,0,2,45254,1,733,1,2000,3,2,51.217089035266106,0.32082958323462435,0.010606797189198745,0.0,0.004092769440654843,0.018792336070508432,8297.168423713108
3608,dummy-lora-7b-rank-8-728,45,1,129.97134947776794,129.9711847305298,28.0,149804,3916,0,2,45254,1,733,1,2000,3,1,6069.904487298971,22.597648611074874,0.0009943872364873824,0.0,0.001364256480218281,0.0037229001969239445,285285.51090305165
3609,dummy-lora-7b-rank-8-729,44,1,129.96985006332395,129.96966767311096,28.0,149805,3917,0,2,45254,1,733,1,2000,3,1,5482.750327651758,20.290577231240352,0.0009722897423432182,0.0,0.001364256480218281,0.00370080270277978,252206.51507198086
3610,dummy-lora-7b-rank-8-728,410,4,130.05474019050598,129.9674415588379,28.0,149804,3918,0,2,45254,1,733,1,2000,3,2,45.819733065324435,0.2288011170300435,0.009059972599107262,0.0,0.005457025920873124,0.01997402444085351,4788.162105326403
3611,dummy-lora-7b-rank-8-729,479,2,129.9987831115723,129.9668984413147,28.0,149805,3919,0,2,45254,1,733,1,2000,3,2,62.72606816510777,0.5031171872353183,0.010584699695054581,0.0,0.002728512960436562,0.016041725615927704,15148.345461873527
3612,dummy-lora-7b-rank-8-135,418,10,130.21621894836426,129.96601939201355,28.0,161559,3920,0,2,24866,1,590,1,2000,4,2,39.96809645011068,0.20267185110903146,0.016810102147510657,0.0,0.01694915254237288,0.05070840723225642,1750.6026245148478
3613,dummy-lora-7b-rank-8-730,693,1,131.1568751335144,131.15632152557373,28.0,161550,3921,0,2,24866,1,590,1,2000,3,2,1806.3324720068906,56.46452676701725,0.02786937987613609,0.0,0.001694915254237288,0.031259210384610665,1255401.068044789
3614,dummy-lora-7b-rank-8-718,448,2,131.1855111122131,131.15544199943542,28.0,161558,3922,0,2,24866,1,590,1,2000,4,2,66.51343572346696,0.8246412193501474,0.01801656880881525,0.0,0.003389830508474576,0.024796229825764404,15032.036473503533
3615,dummy-lora-7b-rank-8-720,364,3,131.20960545539856,131.152813911438,28.0,161538,3923,0,2,24866,1,590,1,2000,2,2,52.82476563910311,0.4368247797561122,0.01463846215716239,0.0,0.005084745762711864,0.02480795368258612,6515.054428822717
3616,dummy-lora-7b-rank-8-731,1034,1,131.15219449996948,131.15166568756104,28.0,161548,3924,0,2,24866,1,590,1,2000,3,2,1891.029756537421,85.04474185875875,0.04158288425963162,0.0,0.001694915254237288,0.0449727147681062,1959106.8277727682
3617,dummy-lora-7b-rank-8-30,999,1,131.1513388156891,131.15070414543152,28.0,161457,3925,0,2,24866,1,590,1,2000,4,3,1575.6213373403457,68.64221193668457,0.04017533982144293,0.0,0.001694915254237288,0.04356517032991751,1577196.958677686
3618,dummy-lora-7b-rank-8-732,432,2,131.17966437339783,131.15017175674438,28.0,161553,3926,0,2,24866,1,590,1,2000,4,1,67.81358275195835,0.8189433044733306,0.017373119922786135,0.0,0.003389830508474576,0.02415278093973529,14783.36103992692
3619,dummy-lora-7b-rank-8-724,698,12,131.78614974021912,131.1474621295929,28.0,161534,3927,0,2,24866,1,590,1,2000,4,2,18.788527913097038,0.10764013989140735,0.028070457653020187,0.0,0.020338983050847456,0.0687484237547151,1130.4430961046717
3620,dummy-lora-7b-rank-8-733,82,1,131.1483404636383,131.14817142486572,28.0,161554,3928,0,2,24866,1,590,1,2000,4,1,5915.802538787024,39.561965265039085,0.00329767554089922,0.0,0.001694915254237288,0.006687506049373796,496927.41325811
3621,dummy-lora-7b-rank-8-703,788,35,134.41342091560364,131.14604234695437,28.0,161513,3929,0,2,24866,1,590,1,2000,3,3,10.711951267547496,0.04601056237437839,0.031689857636933966,0.0,0.059322033898305086,0.15033392543354412,262.5958339301643
3622,dummy-lora-7b-rank-8-734,744,1,131.1458933353424,131.14571690559387,28.0,161555,3930,0,2,24866,1,590,1,2000,3,1,5667.978378378379,188.80151440101903,0.029920373200353897,0.0,0.001694915254237288,0.03331020370882847,4228311.87027027
3623,dummy-lora-7b-rank-8-732,409,2,131.17418813705444,131.14473843574524,28.0,161553,3931,0,2,24866,1,590,1,2000,4,2,67.912403558909,0.7887286503245075,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,14023.91133491471
3624,dummy-lora-7b-rank-8-735,397,1,131.14338636398315,131.14284014701843,28.0,161556,3932,0,2,24866,1,590,1,2000,4,1,1830.7743343518114,35.43538052307548,0.01596557548459744,0.0,0.001694915254237288,0.019355405993072016,730478.9594063727
3625,dummy-lora-7b-rank-8-732,447,2,131.1720209121704,131.14186096191406,28.0,161553,3933,0,2,24866,1,590,1,2000,4,3,66.31310671936758,0.8208241081291994,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14953.60556521739
3626,dummy-lora-7b-rank-8-736,1198,1,131.14124512672424,131.14070773124695,28.0,161557,3934,0,2,24866,1,590,1,2000,3,1,1860.8269742679681,95.95924794432939,0.048178235341430065,0.0,0.001694915254237288,0.05156806584990464,2232992.3691215618
3627,dummy-lora-7b-rank-8-737,321,2,131.16927194595337,131.13959312438965,28.0,43233,3935,0,2,24866,1,590,1,2000,1,1,67.38812037081667,0.6633974415269872,0.01290919327595914,0.0,0.003389830508474576,0.019688854292908294,10950.569560257707
3628,dummy-lora-7b-rank-8-737,353,2,131.16919898986816,131.13951206207275,28.0,43233,3937,0,2,24866,1,590,1,2000,1,1,67.36971955411353,0.7065652670267063,0.014196091048017372,0.0,0.003389830508474576,0.020975752064966526,12025.494940409264
3629,dummy-lora-7b-rank-8-718,365,2,131.1682231426239,131.13856196403503,28.0,161558,3938,0,2,24866,1,590,1,2000,4,1,67.42820397402096,0.7234486203977876,0.014678677712539211,0.0,0.003389830508474576,0.021458338729488362,12440.503633206868
3630,dummy-lora-7b-rank-8-135,456,9,131.35486340522766,131.13742971420288,28.0,161559,3939,0,2,24866,1,590,1,2000,4,1,41.391929454825366,0.22465132978188773,0.01833829325182981,0.0,0.015254237288135594,0.048846767828101,2179.974951287469
3631,dummy-lora-7b-rank-8-14,14,1,131.13537526130676,131.13486766815186,28.0,6288,3940,0,2,3510,1,263,1,2000,1,1,1970.0817285110381,22.839485942960504,0.003988603988603989,0.0,0.0038022813688212928,0.011593166726246575,31521.30765617661
3632,dummy-lora-7b-rank-8-14,1315,2,131.16482973098755,131.1353645324707,28.0,238077,3941,0,2,59911,1,1932,1,2000,1,1,67.87668506141472,0.8151860251098942,0.0219492246832802,0.0,0.0010351966873706005,0.0240196180580214,44764.67379800301
3633,dummy-lora-7b-rank-8-14,20,1,131.13382840156555,131.13329911231995,28.0,6290,3942,0,2,3510,1,263,1,2000,1,1,1889.3261261261262,25.132890090051053,0.005698005698005698,0.0,0.0038022813688212928,0.013302568435648284,41565.17477477477
3634,dummy-lora-7b-rank-8-14,118,1,131.13277888298035,131.13213920593262,28.0,112628,3943,0,2,1957,1,11,1,2000,1,1,1563.2888557584793,378.49498379770495,0.06029637199795605,0.0,0.09090909090909091,0.2421145538161379,187594.66269101753
3635,dummy-lora-7b-rank-8-14,145,1,131.13137936592102,131.13082242012024,28.0,112627,3944,0,2,1957,1,11,1,2000,1,1,1795.5068493150684,459.49027885338,0.0740929994890138,0.0,0.09090909090909091,0.2559111813071956,263939.5068493151
3636,dummy-lora-7b-rank-8-14,219,1,131.13049626350403,131.12996673583984,28.0,112626,3945,0,2,1957,1,11,1,2000,1,1,1888.475461503827,554.6908692845589,0.11190597853857946,0.0,0.09090909090909091,0.2937241603567613,417353.0769923458
3637,dummy-lora-7b-rank-8-14,1009,13,131.7942955493927,131.1296808719635,28.0,238075,3947,0,2,59911,1,1932,1,2000,1,1,19.560205998286694,0.04558913067976784,0.016841648445193706,0.0,0.006728778467908903,0.03029920538101151,1557.2933237097484
3638,dummy-lora-7b-rank-8-664,1498,25,133.0907120704651,131.1268448829651,28.0,161454,3948,0,2,24866,1,590,1,2000,4,4,12.729985082048731,0.07382814153074717,0.06024290195447599,0.0,0.0423728813559322,0.1449886646663404,788.2406762804575
3639,dummy-lora-7b-rank-8-14,193,1,131.73537945747375,131.73514699935913,28.0,112625,3949,0,2,1957,1,11,1,2000,1,1,4301.850256410256,1206.4045151646174,0.09862033725089422,0.0,0.09090909090909091,0.280438519069076,838860.8
3640,dummy-lora-7b-rank-8-738,466,4,131.81785559654236,131.73353123664856,28.0,231847,3950,0,2,9357,1,345,1,2000,1,1,47.435877426614866,0.8655943898874094,0.049802287057817675,0.0,0.011594202898550725,0.07299069285491913,5621.151475053862
3641,dummy-lora-7b-rank-8-14,156,1,131.732764005661,131.73245310783386,28.0,112624,3951,0,2,1957,1,11,1,2000,1,1,3216.4907975460123,841.2153662927509,0.0797138477261114,0.0,0.09090909090909091,0.2615320295442932,508205.5460122699
3642,dummy-lora-7b-rank-8-739,1433,279,164.21735763549805,131.7313380241394,28.0,43233,3952,0,2,25718,1,1790,1,2000,1,1,8.588309781800675,0.011311067879161306,0.05571972937242398,0.0,0.1558659217877095,0.367451572947843,61.287902421380444
3643,dummy-lora-7b-rank-8-426,359,20,133.22349739074707,131.7307150363922,28.0,43233,3953,0,2,25718,1,1790,1,2000,1,1,13.3978003837294,0.024320667648963623,0.01395909479741815,0.0,0.0111731843575419,0.036305463512501954,267.28611765540154
3644,dummy-lora-7b-rank-8-740,290,1,131.72973489761353,131.72953248023987,28.0,161543,3954,0,2,24866,1,590,1,2000,4,2,4940.287396937573,74.36289334156628,0.011662511059277729,0.0,0.001694915254237288,0.015052341567752306,1442563.9199057715
3645,dummy-lora-7b-rank-8-687,447,2,131.7580006122589,131.72841024398804,28.0,161516,3955,0,2,24866,1,590,1,2000,5,3,67.58956095752995,0.8366240677969214,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15241.445995923004
3646,dummy-lora-7b-rank-8-218,547,6,131.86656641960144,131.7273292541504,28.0,53878,3956,0,2,12115,1,177,1,2000,1,1,43.091943020840645,0.8111860759765822,0.04515063970284771,0.0,0.03389830508474576,0.11294724987233923,4014.7326914416535
3647,dummy-lora-7b-rank-8-556,683,15,133.08129024505615,131.7262783050537,28.0,40704,3957,0,2,12115,1,177,1,2000,1,1,11.070013154255285,0.16669072179886754,0.05637639290136195,0.0,0.0847457627118644,0.22586791832509076,526.1946252656012
3648,dummy-lora-7b-rank-8-44,317,6,131.86438083648682,131.72509908676147,28.0,53877,3958,0,2,12115,1,177,1,2000,1,1,43.07814923227032,0.6746219112243476,0.026165910028889804,0.0,0.03389830508474576,0.09396252019838133,2362.118516236156
3649,dummy-lora-7b-rank-8-14,135,1,131.7242202758789,131.72393774986267,28.0,112623,3959,0,2,1957,1,11,1,2000,1,1,3539.497046413502,887.7105288050587,0.06898313745528871,0.0,0.09090909090909091,0.25080131927347055,484911.0953586498
3650,dummy-lora-7b-rank-8-741,797,5,133.07776999473572,132.96521472930908,28.0,231846,3960,0,2,9357,1,345,1,2000,1,1,44.422621909758924,1.0142784501729625,0.0851768729293577,0.0,0.014492753623188406,0.11416238017573452,7169.81117623509
3651,dummy-lora-7b-rank-8-234,490,45,138.2675051689148,132.96383714675903,28.0,231819,3961,0,2,9357,1,345,1,2000,2,2,8.48469395369679,0.05906040416217965,0.05236721171315593,0.0,0.13043478260869565,0.31323677693054724,109.35827762542529
3652,dummy-lora-7b-rank-8-695,169,15,134.3789210319519,132.96259450912476,28.0,53885,3962,0,2,9357,1,345,1,2000,2,2,10.590778156196848,0.07414806154834246,0.01806134444800684,0.0,0.043478260869565216,0.10501786618713727,140.5043235388782
3653,dummy-lora-7b-rank-8-708,409,2,132.9915235042572,132.96229481697085,28.0,161541,3964,0,2,24866,1,590,1,2000,3,2,68.4259262281038,0.7946926572004195,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,14129.953766103434
3654,dummy-lora-7b-rank-8-293,1632,52,139.38589787483215,132.96073603630066,28.0,161130,3965,0,2,24866,1,590,1,2000,3,2,8.093181355862141,0.03764931979844668,0.06563178637496984,0.0,0.08813559322033898,0.24190297281564782,270.1877468033976
3655,dummy-lora-7b-rank-8-690,1337,1,132.96027374267578,132.959890127182,28.0,161504,3966,0,2,24866,1,590,1,2000,4,3,2606.77688004972,148.99822602288972,0.05376819753880801,0.0,0.001694915254237288,0.05715802804728259,3490474.2423865753
3656,dummy-lora-7b-rank-8-135,1432,24,135.65901613235474,132.9579529762268,28.0,161518,3967,0,2,24866,1,590,1,2000,4,2,8.88539016407334,0.05144071036908954,0.05758867529960589,0.0,0.04067796610169491,0.1389446075029957,547.9323934511893
3657,dummy-lora-7b-rank-8-708,447,2,132.9867594242096,132.95715522766113,28.0,161541,3968,0,2,24866,1,590,1,2000,3,3,67.55798951429101,0.8362332762472414,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15234.326635472622
3658,dummy-lora-7b-rank-8-30,953,1,132.9567391872406,132.95635080337524,28.0,161411,3970,0,2,24866,1,590,1,2000,4,3,2574.772252915899,107.40728053751404,0.038325424274109225,0.0,0.001694915254237288,0.041715254782583804,2458907.5015346836
3659,dummy-lora-7b-rank-8-602,1031,1,132.9557478427887,132.95539665222168,28.0,161419,3971,0,2,24866,1,590,1,2000,4,3,2847.456890699253,127.71433037908301,0.041462237593501164,0.0,0.001694915254237288,0.04485206810197574,2941422.9680923284
3660,dummy-lora-7b-rank-8-30,1340,1,134.25909090042114,134.25840783119202,28.0,161370,3972,0,2,24866,1,590,1,2000,4,3,1463.9804537521816,83.85486019726604,0.05388884420493847,0.0,0.001694915254237288,0.057278674713413046,1964661.7689354275
3661,dummy-lora-7b-rank-8-687,364,2,135.5984344482422,135.56756591796875,28.0,161516,3973,0,2,24866,1,590,1,2000,5,2,64.79090459713296,0.6938497876117519,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,11921.526445872467
3662,dummy-lora-7b-rank-8-592,360,3,133.00924730300903,132.95197081565857,28.0,156470,3974,0,2,24866,1,590,1,2000,4,3,52.37751368451725,0.43031779009540166,0.014477599935655111,0.0,0.005084745762711864,0.024647091461078838,6390.056669511104
3663,dummy-lora-7b-rank-8-574,1853,32,136.8864917755127,132.95016837120056,28.0,4509,3975,0,2,62016,1,565,1,2000,2,2,8.129413341633688,0.03636736811088163,0.02987938596491228,0.0,0.05663716814159292,0.1431537222480981,487.0026679972431
3664,dummy-lora-7b-rank-8-740,88,1,134.255469083786,134.2550175189972,28.0,161543,3976,0,2,24866,1,590,1,2000,4,1,2214.521647307286,15.343976220479414,0.0035389688731601384,0.0,0.001694915254237288,0.0069287993816347145,199306.94825765575
3665,dummy-lora-7b-rank-8-375,684,5,133.06086540222168,132.94821214675903,28.0,161535,3977,0,2,24866,1,590,1,2000,4,2,44.38398144346479,0.39463211460283537,0.027507439877744712,0.0,0.00847457627118644,0.0444565924201176,6160.4966243529125
3666,dummy-lora-7b-rank-8-732,489,1,132.94807624816897,132.94770741462708,28.0,161542,3978,0,2,24866,1,590,1,2000,4,1,2711.250161394178,62.50851527511458,0.019665406579264858,0.0,0.001694915254237288,0.023055237087739433,1331223.8292445415
3667,dummy-lora-7b-rank-8-742,463,3,133.00365352630615,132.94602179527283,28.0,231845,3979,0,2,9357,1,345,1,2000,1,1,52.054657151722,1.1603499430731585,0.04948167147590039,0.0,0.008695652173913044,0.06687297582372648,8137.878068052539
3668,dummy-lora-7b-rank-8-743,225,13,134.30653953552246,132.9451150894165,28.0,29214,3980,0,2,4476,1,400,1,2000,1,1,9.548822218657468,0.08466727393095028,0.05026809651474531,0.0,0.0325,0.11526809651474532,184.3657212986942
3669,dummy-lora-7b-rank-8-744,530,16,134.38835334777832,132.94394326210022,28.0,29215,3981,0,2,4476,1,400,1,2000,1,1,11.077186568168107,0.1373635479146941,0.11840929401251117,0.0,0.04,0.19840929401251117,389.0861782069048
3670,dummy-lora-7b-rank-8-634,547,8,133.13831329345703,132.9434187412262,28.0,40718,3982,0,2,12115,1,177,1,2000,1,1,41.04783796380683,0.6954843959327006,0.04515063970284771,0.0,0.04519774011299435,0.13554611992883642,2888.7415967029056
3671,dummy-lora-7b-rank-8-599,1326,7,133.10945892333984,132.94208550453186,28.0,53876,3983,0,2,12115,1,177,1,2000,1,1,41.82265051316568,1.1265058706816629,0.10945109368551383,0.0,0.03954802259887006,0.18854713888325395,8006.050241091714
3672,dummy-lora-7b-rank-8-147,181,1,132.94129848480225,132.94096755981445,28.0,161547,3984,0,2,24866,1,590,1,2000,4,1,3021.8328530259364,32.23946944240285,0.0072790155232043754,0.0,0.001694915254237288,0.010668846031678952,552995.4121037464
3673,dummy-lora-7b-rank-8-731,392,1,134.24584341049194,134.24532198905945,28.0,161548,3985,0,2,24866,1,590,1,2000,3,1,1917.8344764517603,36.73483102627794,0.015764497707713345,0.0,0.001694915254237288,0.01915432821618792,755626.7837219936
3674,dummy-lora-7b-rank-8-720,1670,2,134.27293634414673,134.24449181556702,28.0,161531,3986,0,2,24866,1,590,1,2000,5,3,70.31229202464272,2.599432727072006,0.067159977479289,0.0,0.003389830508474576,0.07393963849623815,58851.38842462596
3675,dummy-lora-7b-rank-8-745,272,1,134.2438142299652,134.2433421611786,28.0,161549,3987,0,2,24866,1,590,1,2000,4,1,2118.3353535353535,30.35248670755751,0.010938631062494973,0.0,0.001694915254237288,0.01432846157096955,580423.8868686869
3676,dummy-lora-7b-rank-8-746,653,1,134.24266171455383,134.24209785461426,28.0,161546,3988,0,2,24866,1,590,1,2000,3,2,1773.490063424947,52.58502349338072,0.0262607576610633,0.0,0.001694915254237288,0.029650588169537875,1161635.9915433405
3677,dummy-lora-7b-rank-8-14,750,38,143.33472156524658,139.32943105697632,28.0,238076,3989,0,2,59911,1,1932,1,2000,1,1,9.487451639659165,0.012946886929675877,0.012518569210996311,0.0,0.019668737060041408,0.05185604333107913,206.2272382725913
3678,dummy-lora-7b-rank-8-30,668,2,134.2688021659851,134.2403905391693,28.0,161495,3991,0,2,24866,1,590,1,2000,5,3,70.39371638121293,1.1841508487630852,0.026863990991715596,0.0,0.003389830508474576,0.033643652008664746,23652.28870408754
3679,dummy-lora-7b-rank-8-730,105,1,134.2396011352539,134.2391059398651,28.0,161550,3992,0,2,24866,1,590,1,2000,3,1,2019.4049109292248,15.372646828519352,0.0042226333145660745,0.0,0.001694915254237288,0.007612463823040651,216076.32546942707
3680,dummy-lora-7b-rank-8-718,742,8,134.43055939674375,134.2371757030487,28.0,161536,3993,0,2,24866,1,590,1,2000,4,2,41.36853447745057,0.29453665440488885,0.02983994208960026,0.0,0.013559322033898305,0.056958586157396865,3919.6686417384417
3681,dummy-lora-7b-rank-8-537,1196,1,134.23767852783203,134.23720693588257,28.0,161338,3994,0,2,24866,1,590,1,2000,4,3,2120.4772497472195,109.17835810766431,0.04809780423067642,0.0,0.001694915254237288,0.051487634739151,2540331.745197169
3682,dummy-lora-7b-rank-8-747,574,1,134.23636531829834,134.23576879501343,28.0,161551,3995,0,2,24866,1,590,1,2000,4,1,1676.3804956035171,44.37975845095414,0.023083728786294538,0.0,0.001694915254237288,0.026473559294769113,965595.165467626
