Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec,avg_throughput,avg_service,avg_response,avg_serviceratio,avg_tokenpersec
6147,dummy-lora-7b-rank-8-30,181,8,230.6273112297058,230.43005299568176,57.0,54264,7982,0,2,12115,1,177,1,2000,1,1,40.55597496135302,0.5339986823745099,0.014940156830375568,0.0,0.04519774011299435,0.10533563705636427,998.6908834233183,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
6148,dummy-lora-7b-rank-8-734,522,6,230.5710163116455,230.42859601974487,57.0,54251,7985,0,2,12115,1,177,1,2000,1,1,42.128828132062395,0.7785666692527592,0.04308708212959141,0.0,0.03389830508474576,0.11088369229908293,3749.465703753553,1526.654151354368,35.98318333024386,178.9151655137539,0.13298995435473,767309.6402804204
6149,dummy-lora-7b-rank-8-1084,89,2,230.45780420303345,230.42691564559937,57.0,40807,7986,0,2,18182,1,501,1,2000,3,3,64.74889623020161,0.41694996647550586,0.004894951050489495,0.0,0.003992015968063872,0.01287898298661724,3010.8236747043748,483.16070017354275,3.204534608750932,228.93392174584525,0.0792466352792738,24025.74141038955
6150,dummy-lora-7b-rank-8-343,447,2,230.457266330719,230.4264588356018,57.0,162012,7987,0,2,24866,1,590,1,2000,4,1,64.91926696384348,0.8035711496900053,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14639.294700346707,974.3272112207459,19.015376941141177,177.82514262199402,0.043777309369273404,391182.46622551116
6151,dummy-lora-7b-rank-8-769,740,1,230.4256353378296,230.4252977371216,57.0,125982,7989,0,2,23936,1,634,1,2000,3,2,2962.0790962945675,100.91907015681227,0.030915775401069517,0.0,0.0015772870662460567,0.03407034953356163,2197862.689450569,1101.803375644009,30.512233231087425,187.25542664527893,0.09865519293477597,652700.1168345927
6152,dummy-lora-7b-rank-8-759,415,74,236.81073546409607,230.42388367652893,57.0,40743,7990,0,2,4653,1,1632,1,2000,15,11,11.586302995796911,0.0281634912682318,0.08918977004083387,0.0,0.04534313725490196,0.17987604455063777,88.14984576531975,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6153,dummy-lora-7b-rank-8-759,413,70,236.37059617042544,230.42244124412537,57.0,40743,7991,0,2,4653,1,1632,1,2000,15,10,11.7683552071738,0.029344268216267077,0.0887599398237696,0.0,0.0428921568627451,0.1745442535492598,92.970006136673,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6154,dummy-lora-7b-rank-8-1098,230,3,230.4796152114868,230.42122530937195,57.0,40792,7992,0,2,4653,1,1632,1,2000,1,1,51.378746861052754,0.9095227706697605,0.04943047496238986,0.0,0.001838235294117647,0.05310694555062515,4041.7947530694832,432.62328344152826,3.0619263933523926,220.03738659620285,0.06275120774553364,23802.412659123827
6155,dummy-lora-7b-rank-8-759,413,55,235.10860347747803,230.42040824890137,57.0,40743,7993,0,2,4653,1,1632,1,2000,15,9,11.731593357023668,0.03330959846898147,0.0887599398237696,0.0,0.03370098039215686,0.15616190060808333,111.55678774042505,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6156,dummy-lora-7b-rank-8-759,415,68,236.3127639293671,230.4200024604797,57.0,40743,7994,0,2,4653,1,1632,1,2000,15,8,11.539581291220854,0.029277123176469137,0.08918977004083387,0.0,0.041666666666666664,0.1725231033741672,93.5045484038631,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6157,dummy-lora-7b-rank-8-759,416,68,236.3112950325012,230.4181702136993,57.0,40743,7995,0,2,4653,1,1632,1,2000,15,7,11.53886980011819,0.029311786835327605,0.089404685149366,0.0,0.041666666666666664,0.17273801848269932,93.66847249507708,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6158,dummy-lora-7b-rank-8-1163,448,3,230.47593355178836,230.4176845550537,57.0,162006,7996,0,2,24866,1,590,1,2000,3,1,51.5030329821208,0.4838891983434523,0.01801656880881525,0.0,0.005084745762711864,0.02818606033423898,7794.125657960947,500.79971521568297,9.657685109333691,234.81153792142868,0.04603408803716349,197394.09373918315
6159,dummy-lora-7b-rank-8-769,150,1,230.4162955284119,230.4158046245575,57.0,125982,7997,0,2,23936,1,634,1,2000,3,1,2037.0587662735131,19.191711937119962,0.006266711229946524,0.0,0.0015772870662460567,0.009421285362438638,309632.932473574,1101.803375644009,30.512233231087425,187.25542664527893,0.09865519293477597,652700.1168345927
6160,dummy-lora-7b-rank-8-1161,357,2,230.4451053142548,230.4147171974182,57.0,156478,7999,0,2,24866,1,590,1,2000,4,2,65.81520042047242,0.6955552527372472,0.014356953269524651,0.0,0.003389830508474576,0.021136614286473804,11879.643675895273,1113.5665433486095,6.208495431246432,228.57458655039468,0.028654636304703964,59429.00582299265
6161,dummy-lora-7b-rank-8-1163,410,3,230.47062826156616,230.4126813411713,57.0,162006,8002,0,2,24866,1,590,1,2000,3,2,51.77151744315368,0.46003944727803464,0.0164883777044961,0.0,0.005084745762711864,0.026657869229919827,7178.983752117309,500.79971521568297,9.657685109333691,234.81153792142868,0.04603408803716349,197394.09373918315
6162,dummy-lora-7b-rank-8-1067,44,1,230.4114065170288,230.4111363887787,57.0,162007,8003,0,2,24866,1,590,1,2000,4,1,3701.945278022948,19.09950159867827,0.0017694844365800692,0.0,0.001694915254237288,0.0051593149450546456,170289.48278905562,1962.3398775295448,10.276198856351707,226.33081691605705,0.027302696028897074,92238.74492431423
6163,dummy-lora-7b-rank-8-1067,51,1,230.410183429718,230.4098265171051,57.0,162007,8004,0,2,24866,1,590,1,2000,4,2,2801.8062794482307,15.244134379809111,0.0020509933242178076,0.0,0.001694915254237288,0.005440823832692384,148495.73281075622,1962.3398775295448,10.276198856351707,226.33081691605705,0.027302696028897074,92238.74492431423
6164,dummy-lora-7b-rank-8-1163,365,3,230.46700978279117,230.40838170051572,57.0,162006,8005,0,2,24866,1,590,1,2000,3,3,51.170017567781734,0.42382708547792575,0.014678677712539211,0.0,0.005084745762711864,0.024848169237962937,6328.025505882341,500.79971521568297,9.657685109333691,234.81153792142868,0.04603408803716349,197394.09373918315
6165,dummy-lora-7b-rank-8-1187,679,1,230.4082100391388,230.4079532623291,57.0,162008,8006,0,2,24866,1,590,1,2000,4,1,3894.4326833797586,119.54425575311515,0.027306362100860612,0.0,0.001694915254237288,0.030696192609335187,2652108.6573816156,699.5239290924027,20.507477238639716,237.175395488739,0.036928195012271424,452374.0378206011
6166,dummy-lora-7b-rank-8-545,929,1,230.4070222377777,230.40670037269592,57.0,161906,8007,0,2,24866,1,590,1,2000,4,3,3106.8918518518517,126.60609603030309,0.03736025094506555,0.0,0.001694915254237288,0.04075008145354013,2892516.314074074,1145.8490189834365,31.539660533201918,150.65926735930972,0.04509200090400413,688768.4881397524
6167,dummy-lora-7b-rank-8-321,323,2,230.43594980239868,230.4054179191589,57.0,43233,8008,0,2,24866,1,590,1,2000,1,1,65.50529439319219,0.647496430154956,0.01298962438671278,0.0,0.003389830508474576,0.01976928540366193,10710.115633286921,61.852795157552954,0.5658644354645146,176.37762365341186,0.021109131384901034,8980.82418702416
6168,dummy-lora-7b-rank-8-916,577,14,231.27389001846316,230.4037971496582,57.0,125979,8009,0,2,23936,1,634,1,2000,3,3,16.09023645858456,0.07846287390737591,0.024105949197860962,0.0,0.022082018927444796,0.06826998705275056,695.3280755316898,1644.895722783657,35.71566682478199,209.01788384914397,0.05003970394916363,733792.0819354828
6169,dummy-lora-7b-rank-8-916,577,14,232.32169556617737,231.1882174015045,57.0,125977,8010,0,2,23936,1,634,1,2000,3,3,12.351362766692889,0.06023052686899634,0.024105949197860962,0.0,0.022082018927444796,0.06826998705275056,533.755319560657,1644.895722783657,35.71566682478199,209.01788384914397,0.05003970394916363,733792.0819354828
6170,dummy-lora-7b-rank-8-806,79,1,231.1785807609558,231.17836141586304,57.0,125981,8019,0,2,23936,1,634,1,2000,4,1,4559.026086956522,29.428705084357905,0.003300467914438503,0.0,0.0015772870662460567,0.006455042046930617,369281.1130434783,1810.9808339526003,35.328472673615856,201.8341087784086,0.04861323912551812,714231.0733012926
6171,dummy-lora-7b-rank-8-1164,995,8,231.3665082454681,231.17261004447937,57.0,161989,8030,0,2,24866,1,590,1,2000,4,2,41.25876340887004,0.34622869797348155,0.040014477599935656,0.0,0.013559322033898305,0.06713312166773226,5214.076225795951,613.0713584131917,13.394065607531466,231.48909934361777,0.030672722175039,282606.2581194583
6172,dummy-lora-7b-rank-8-1161,357,3,231.22793912887573,231.1706941127777,57.0,156478,8031,0,2,24866,1,590,1,2000,4,3,52.40630895907173,0.4284468145305605,0.014356953269524651,0.0,0.005084745762711864,0.02452644479494838,6341.16338404768,1113.5665433486095,6.208495431246432,228.57458655039468,0.028654636304703964,59429.00582299265
6173,dummy-lora-7b-rank-8-1147,986,1,231.1694152355194,231.16913652420044,57.0,161978,8032,0,2,24866,1,590,1,2000,4,3,3587.941830624465,154.43351303107315,0.039652537601544274,0.0,0.001694915254237288,0.04304236811001885,3544886.5286569716,781.0752454118026,22.076844793721655,228.66673180792066,0.04285907608761766,483390.56881602295
6174,dummy-lora-7b-rank-8-30,563,5,231.2804267406464,231.167884349823,57.0,162013,8033,0,2,24866,1,590,1,2000,4,4,44.42770376049908,0.35178309195199053,0.02264135767714952,0.0,0.00847457627118644,0.0395905102195224,5091.414850953194,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
6175,dummy-lora-7b-rank-8-939,1196,8,231.36146521568295,231.16759586334229,57.0,161745,8034,0,2,24866,1,590,1,2000,15,6,41.26490290194137,0.38797492945817286,0.04809780423067642,0.0,0.013559322033898305,0.07521644829847303,6251.632789644117,546.5286078225513,2.8744756055331147,211.02602892655594,0.04184838033030446,26502.037581761848
6176,dummy-lora-7b-rank-8-30,67,1,231.16663193702695,231.16652750968933,57.0,162017,8035,0,2,24866,1,590,1,2000,4,1,9576.03653228665,58.26321782687209,0.0026944422102469236,0.0,0.001694915254237288,0.0060842727187215,660746.5207277788,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
6177,dummy-lora-7b-rank-8-343,357,4,231.2502326965332,231.165091753006,57.0,162012,8036,0,2,24866,1,590,1,2000,4,3,46.98092168455281,0.3278830859386324,0.014356953269524651,0.0,0.006779661016949152,0.027916275303422958,4287.009103715444,974.3272112207459,19.015376941141177,177.82514262199402,0.043777309369273404,391182.46622551116
6178,dummy-lora-7b-rank-8-1188,694,1,231.16408944129944,231.16385793685916,57.0,162015,8037,0,2,24866,1,590,1,2000,3,2,4319.571576225471,135.20011064254416,0.027909595431512908,0.0,0.001694915254237288,0.03129942593998748,3006421.8170529283,2857.437172914238,55.957033864906776,237.58825953801474,0.07643459337529383,1156284.7403231922
6179,dummy-lora-7b-rank-8-1166,449,3,231.21853637695312,231.1615736484528,57.0,162009,8039,0,2,24866,1,590,1,2000,3,1,52.66601651608402,0.49552183739668326,0.018056784364192068,0.0,0.005084745762711864,0.028226275889615796,7987.679171606076,719.8736077187514,19.87351565913488,240.12667378783226,0.06668680321556548,433558.5343991568
6180,dummy-lora-7b-rank-8-1183,770,1,231.1606013774872,231.16032814979556,57.0,162011,8040,0,2,24866,1,590,1,2000,3,1,3659.951134380454,125.74057900612019,0.030965977640151212,0.0,0.001694915254237288,0.03435580814862579,2825482.2757417103,2338.553709919967,42.012612993882556,236.08444106578827,0.05505623587731978,849479.0918084892
6181,dummy-lora-7b-rank-8-1173,364,4,231.2445957660675,231.159499168396,57.0,162018,8041,0,2,24866,1,590,1,2000,4,1,47.005404557311,0.3313620633801391,0.01463846215716239,0.0,0.006779661016949152,0.028197784191060695,4371.502623829923,438.2893715647828,4.707395193806925,229.57313776016235,0.03140832602864347,80986.58792612955
6182,dummy-lora-7b-rank-8-343,364,2,231.187819480896,231.15836906433103,57.0,162012,8042,0,2,24866,1,590,1,2000,4,2,67.91075418535591,0.727260448994382,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,12495.578770105489,974.3272112207459,19.015376941141177,177.82514262199402,0.043777309369273404,391182.46622551116
6183,dummy-lora-7b-rank-8-1172,447,1,232.20592856407168,232.20570874214167,57.0,162016,8046,0,2,24866,1,590,1,2000,1,1,4549.136657671477,97.19768978586352,0.01797635325343843,0.0,0.001694915254237288,0.021366183761913005,2042562.3592944932,2446.892821347738,32.45603058069727,237.05615097284317,0.040202815968708575,602828.6655603002
6184,dummy-lora-7b-rank-8-1150,561,3,232.25966238975525,232.20404291152957,57.0,161990,8047,0,2,24866,1,590,1,2000,5,5,53.93793857301768,0.588470426835251,0.022560926566395884,0.0,0.005084745762711864,0.03273041809181961,10194.270390300342,693.9150567051913,35.920516937052184,232.078870677948,0.06400327218621298,835083.4191694647
6185,dummy-lora-7b-rank-8-1161,803,8,232.394953250885,232.2027792930603,57.0,156478,8048,0,2,24866,1,590,1,2000,4,4,41.628949575453206,0.3091560152472675,0.032293090967586265,0.0,0.013559322033898305,0.05941173503538287,4261.763712787022,1113.5665433486095,6.208495431246432,228.57458655039468,0.028654636304703964,59429.00582299265
6186,dummy-lora-7b-rank-8-30,433,4,232.28486323356628,232.20167899131772,57.0,162013,8049,0,2,24866,1,590,1,2000,4,2,48.08603038118162,0.37233803752772765,0.017413335478162952,0.0,0.006779661016949152,0.030972657512061255,5301.484849525274,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
6187,dummy-lora-7b-rank-8-1189,679,1,232.20091247558597,232.20046997070312,57.0,162014,8050,0,2,24866,1,590,1,2000,3,1,2259.862068820368,69.36916133504072,0.027306362100860612,0.0,0.001694915254237288,0.030696192609335187,1538966.0688666708,1748.41640353746,25.705957543642587,236.49459916353226,0.04964976710159729,492178.5451713754
6188,dummy-lora-7b-rank-8-1177,1068,10,232.4453935623169,232.19952630996704,57.0,161997,8051,0,2,24866,1,590,1,2000,4,2,40.67235430674856,0.31256101612848664,0.042950213142443495,0.0,0.01694915254237288,0.07684851822718926,4425.152148574243,824.2868575546903,20.471568690917245,235.94837579727172,0.03644197304330875,441214.20417344087
6189,dummy-lora-7b-rank-8-1189,89,1,232.1992225646973,232.1990087032318,57.0,162014,8052,0,2,24866,1,590,1,2000,3,2,4675.924191128859,32.58658553231059,0.003579184428536958,0.0,0.001694915254237288,0.006969014937011534,425509.1013927262,1748.41640353746,25.705957543642587,236.49459916353226,0.04964976710159729,492178.5451713754
6190,dummy-lora-7b-rank-8-1187,1317,8,232.38943791389465,232.19800448417664,57.0,162008,8053,0,2,24866,1,590,1,2000,4,2,41.78998418293002,0.418330960360634,0.05296388643127162,0.0,0.013559322033898305,0.08008253049906823,6963.256114480714,699.5239290924027,20.507477238639716,237.175395488739,0.036928195012271424,452374.0378206011
6191,dummy-lora-7b-rank-8-654,678,1,232.1970715522766,232.1968433856964,57.0,162019,8054,0,2,24866,1,590,1,2000,4,1,4382.762800417973,134.3578758425557,0.02726614654548379,0.0,0.001694915254237288,0.030655977053958366,2980278.7042842214,864.1506940804063,21.92418725068172,161.84095358848572,0.04147939191718605,472818.63669553725
6192,dummy-lora-7b-rank-8-343,705,5,232.3052418231964,232.19563221931455,57.0,162002,8055,0,2,24866,1,590,1,2000,4,2,45.616440739891075,0.41329516282036466,0.028351966540657927,0.0,0.00847457627118644,0.045301119083030805,6523.151025804424,974.3272112207459,19.015376941141177,177.82514262199402,0.043777309369273404,391182.46622551116
6193,dummy-lora-7b-rank-8-1173,771,7,232.35846996307373,232.19435930252075,57.0,162000,8056,0,2,24866,1,590,1,2000,4,2,42.65414554065637,0.33352499204145486,0.03100619319552803,0.0,0.011864406779661017,0.05473500675485006,4783.357749916465,438.2893715647828,4.707395193806925,229.57313776016235,0.03140832602864347,80986.58792612955
6194,dummy-lora-7b-rank-8-362,1619,1,232.1930832862854,232.19264554977417,57.0,161963,8057,0,2,24866,1,590,1,2000,4,3,2284.4793028322442,156.48412436741214,0.06510898415507119,0.0,0.001694915254237288,0.06849881466354577,3703140.9498910676,697.9502380714298,23.391425194354266,139.2771951225069,0.052868346413591456,522835.8493328322
6195,dummy-lora-7b-rank-8-1166,411,3,232.24658966064453,232.19096875190732,57.0,162009,8058,0,2,24866,1,590,1,2000,3,2,53.936551345716595,0.4800008736181492,0.01652859325987292,0.0,0.005084745762711864,0.026698084785296648,7497.180637054606,719.8736077187514,19.87351565913488,240.12667378783226,0.06668680321556548,433558.5343991568
6196,dummy-lora-7b-rank-8-1190,46,1,232.19074416160583,232.19031596183777,57.0,40810,8060,0,2,18182,1,501,1,2000,2,1,2335.358574610245,15.231186830781802,0.0025299747002529975,0.0,0.001996007984031936,0.006521990668316869,112097.21158129176,1038.0576542423141,30.766984267486112,238.89019087950388,0.04354646406962411,486136.25651567057
6197,dummy-lora-7b-rank-8-44,45,1,232.1889762878418,232.18857216835025,57.0,40809,8061,0,2,18182,1,501,1,2000,2,1,2474.5156343923218,16.00267087718933,0.0024749752502474976,0.0,0.001996007984031936,0.006466991218311369,116302.23481643912,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
6198,dummy-lora-7b-rank-8-1166,434,4,232.2687647342682,232.1859588623047,57.0,162009,8064,0,2,24866,1,590,1,2000,3,3,48.30575302392943,0.3745250467395341,0.017453551033539773,0.0,0.006779661016949152,0.03101287306743808,5337.785709144201,719.8736077187514,19.87351565913488,240.12667378783226,0.06668680321556548,433558.5343991568
6199,dummy-lora-7b-rank-8-1119,926,41,235.20102405548096,232.1843271255493,57.0,161939,8066,0,2,24866,1,590,1,2000,3,3,13.5910238755501,0.05841576373745451,0.03723960427893509,0.0,0.06949152542372881,0.17622265512639274,334.14029430620735,1068.4029529843726,35.77378790773254,222.83932024240494,0.09727054975078761,798338.869048008
6200,dummy-lora-7b-rank-8-1191,427,4,232.26486802101132,232.1816573143005,57.0,149848,8068,0,2,45254,1,733,1,2000,3,2,48.070737025480575,0.24455605108638406,0.00943562999955805,0.0,0.005457025920873124,0.0203496818413043,5227.6926515210125,1324.9981474766523,4.965632611538663,232.18058598041532,0.012036291019114121,63759.09693706437
6201,dummy-lora-7b-rank-8-496,417,5,232.29063844680783,232.18060731887817,57.0,149847,8069,0,2,45254,1,733,1,2000,3,2,45.441686312589745,0.20773412297392269,0.00921465505811641,0.0,0.0068212824010914054,0.02285721986029922,3880.720011095164,1524.7911810563226,5.735781403597106,147.9963384270668,0.011887132933641013,74341.32674941061
6202,dummy-lora-7b-rank-8-1191,45,1,232.1798989772797,232.17951464653012,57.0,149848,8070,0,2,45254,1,733,1,2000,3,1,2601.9255579278242,9.686709171990941,0.0009943872364873824,0.0,0.001364256480218281,0.0037229001969239445,122290.50122260774,1324.9981474766523,4.965632611538663,232.18058598041532,0.012036291019114121,63759.09693706437
6203,dummy-lora-7b-rank-8-1170,454,4,232.26107501983645,232.17826914787287,57.0,149846,8071,0,2,45254,1,733,1,2000,3,2,48.30575302387968,0.25295686992352234,0.010032262341450479,0.0,0.005457025920873124,0.02094631418319673,5579.3144742581035,2036.7747570495153,7.574794930128944,228.91056537628168,0.012323558442988256,95370.26374185752
6204,dummy-lora-7b-rank-8-496,46,1,232.17807722091675,232.1778404712677,57.0,149847,8072,0,2,45254,1,733,1,2000,3,1,4223.8710976837865,15.818387508195098,0.0010164847306315464,0.0,0.001364256480218281,0.0037449976910681085,202745.81268882175,1524.7911810563226,5.735781403597106,147.9963384270668,0.011887132933641013,74341.32674941061
6205,dummy-lora-7b-rank-8-1188,107,1,232.73361229896545,232.73337650299072,57.0,162015,8074,0,2,24866,1,590,1,2000,3,1,4240.954499494439,32.62521738361287,0.004303064425319714,0.0,0.001694915254237288,0.007692894933794291,462264.0404448938,2857.437172914238,55.957033864906776,237.58825953801474,0.07643459337529383,1156284.7403231922
6206,dummy-lora-7b-rank-8-411,349,14,232.87222719192505,231.8939838409424,58.0,40695,8077,0,2,12115,1,177,1,2000,1,1,14.311367397424283,0.19115831856183715,0.028807263722657864,0.0,0.07909604519774012,0.18699935411813812,385.3846792020682,443.04059157264163,2.963462795445887,116.7380115588506,0.0986100129786898,22336.4047804414
6207,dummy-lora-7b-rank-8-759,418,92,240.2862913608551,231.89275288581848,58.0,40743,8079,0,2,4653,1,1632,1,2000,15,14,10.960812328866892,0.024135186132540138,0.08983451536643026,0.0,0.056372549019607844,0.20257961340564595,71.72183719541161,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6208,dummy-lora-7b-rank-8-759,415,90,239.2388441562653,231.8924753665924,58.0,40743,8080,0,2,4653,1,1632,1,2000,15,13,12.250950445955972,0.027154080253678,0.08918977004083387,0.0,0.05514705882352941,0.19948388768789269,80.99239461493114,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6209,dummy-lora-7b-rank-8-1005,460,25,234.1859016418457,231.89178586006165,58.0,54273,8081,0,2,12115,1,177,1,2000,1,1,10.897444757804827,0.13968577244384894,0.037969459347915804,0.0,0.14124293785310735,0.3204553350541305,222.30787305921845,43.608548812486745,0.3805699709751729,225.45515751838684,0.09001131479317678,5403.768656536187
6210,dummy-lora-7b-rank-8-916,419,5,232.0003900527954,231.89070796966556,58.0,54272,8082,0,2,12115,1,177,1,2000,1,1,45.58629684376453,0.8304218653577585,0.034585224927775486,0.0,0.02824858757062147,0.09108240006901842,3911.304269194997,1644.895722783657,35.71566682478199,209.01788384914397,0.05003970394916363,733792.0819354828
6211,dummy-lora-7b-rank-8-325,363,7,232.05461740493772,231.8900818824768,58.0,54271,8083,0,2,12115,1,177,1,2000,1,1,42.544004451458704,0.6628289109261016,0.029962855963681388,0.0,0.03954802259887006,0.1090589011614215,2291.298525457133,816.7464918945012,15.347060325530622,102.83498694346501,0.05070733947915102,312704.49943928036
6212,dummy-lora-7b-rank-8-1018,420,10,232.1345283985138,231.88888955116272,58.0,54270,8084,0,2,12115,1,177,1,2000,1,1,40.71017311731523,0.6011350366831375,0.034667767230705734,0.0,0.05649717514124294,0.1476621175131916,1791.24761716187,2116.6389098443087,28.98525440262575,199.21211069822309,0.057448910334119405,544114.2728236573
6213,dummy-lora-7b-rank-8-299,473,6,232.02513790130612,231.88819360733032,58.0,54269,8085,0,2,12115,1,177,1,2000,1,1,43.81343556424638,0.7801648126673997,0.03904250928600908,0.0,0.03389830508474576,0.1068391194555006,3541.586041443249,826.2641142216354,17.842233463930942,128.02324867248535,0.05740859232833741,374232.22928145283
6214,dummy-lora-7b-rank-8-30,214,8,232.07962489128116,231.8872127532959,58.0,54268,8086,0,2,12115,1,177,1,2000,1,1,41.577418575396415,0.5616045546011332,0.017664052827073874,0.0,0.04519774011299435,0.10805953305306257,1195.3507840426469,995.3206924333103,24.296480081190747,139.2626671857304,0.058934873578522756,520773.0349463476
6215,dummy-lora-7b-rank-8-916,418,5,231.9962992668152,231.8863365650177,58.0,54267,8087,0,2,12115,1,177,1,2000,1,1,45.469963162664385,0.8275520360863455,0.03450268262484523,0.0,0.02824858757062147,0.09099985776608817,3892.2288467240714,1644.895722783657,35.71566682478199,209.01788384914397,0.05003970394916363,733792.0819354828
6216,dummy-lora-7b-rank-8-969,383,5,231.9949607849121,231.8849949836731,58.0,54266,8088,0,2,12115,1,177,1,2000,1,1,45.46868156884852,0.8012570833000886,0.03161370202228642,0.0,0.02824858757062147,0.08811087716352936,3573.838371311493,878.0718757758926,12.726984624560806,232.8861774802208,0.03199385651847297,243160.6144936624
6217,dummy-lora-7b-rank-8-341,471,7,232.94375348091123,232.7790195941925,58.0,54265,8089,0,2,12115,1,177,1,2000,1,1,42.49277510189692,0.7161457319302194,0.03887742468014858,0.0,0.03954802259887006,0.1179734698778887,2944.142274917144,554.2019040355441,15.804614578418384,116.19621007972293,0.05744266336842198,346134.6774597438
6218,dummy-lora-7b-rank-8-759,413,72,239.00994658470157,232.7781631946564,58.0,40743,8090,0,2,4653,1,1632,1,2000,15,12,11.553675006582372,0.02840201959268258,0.0887599398237696,0.0,0.04411764705882353,0.17699523394141667,89.38051359258863,196.10061969405166,1.3299282436444082,202.82123410701752,0.1368406456952156,10646.260250615804
6219,dummy-lora-7b-rank-8-83,264,5,232.88754963874817,232.77701830863955,58.0,231896,8091,0,2,9357,1,345,1,2000,1,1,45.23604298515838,0.5174974226664061,0.028214171208720745,0.0,0.014492753623188406,0.05719967845509756,2478.935155586679,2333.3738296356855,120.22090716505393,162.33800842914175,0.0605443425783919,1003003.4634003557
6220,dummy-lora-7b-rank-8-1192,374,21,234.33781218528748,232.7741851806641,58.0,46,8094,0,2,25772,1,522,1,2000,1,1,13.430312944139809,0.06073804250313577,0.014511873350923483,0.0,0.040229885057471264,0.094971643465866,266.04810403629335,13.430312944139809,0.06073804250313577,232.7741851806641,0.094971643465866,266.04810403629335
6221,dummy-lora-7b-rank-8-1146,1533,1,232.770836353302,232.7705194950104,58.0,161959,8097,0,2,24866,1,590,1,2000,4,3,3155.984951374133,205.2661351332021,0.06165044639266468,0.0,0.001694915254237288,0.06504027690113925,4844436.900359294,778.98188094194,28.292454931716794,232.71606302261353,0.07317122207699502,638055.1565579383
6222,dummy-lora-7b-rank-8-1193,755,1,232.76847577095032,232.76812648773196,58.0,162026,8100,0,2,24866,1,590,1,2000,3,2,2863.006143577677,96.63382906542328,0.030362744309498913,0.0,0.001694915254237288,0.03375257481797349,2167295.650688302,1516.6377145373751,30.68534620214742,242.7816497683525,0.07379664774193077,635932.6966661881
6223,dummy-lora-7b-rank-8-1193,117,1,232.76653027534485,232.7662129402161,58.0,162026,8102,0,2,24866,1,590,1,2000,3,1,3151.242674962928,25.50946855238637,0.0047052199790879115,0.0,0.001694915254237288,0.008095050487562488,374997.87832058844,1516.6377145373751,30.68534620214742,242.7816497683525,0.07379664774193077,635932.6966661881
6224,dummy-lora-7b-rank-8-1164,410,2,232.7937786579132,232.76542115211487,58.0,162029,8103,0,2,24866,1,590,1,2000,4,1,70.52806457037161,0.8205248686859988,0.0164883777044961,0.0,0.003389830508474576,0.023268038721445252,14599.309366066924,613.0713584131917,13.394065607531466,231.48909934361777,0.030672722175039,282606.2581194583
6225,dummy-lora-7b-rank-8-1164,364,2,232.7919921875,232.76275897026065,58.0,162029,8104,0,2,24866,1,590,1,2000,4,2,68.41532300823042,0.7326639075934532,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,12588.419433514397,613.0713584131917,13.394065607531466,231.48909934361777,0.030672722175039,282606.2581194583
6226,dummy-lora-7b-rank-8-1164,448,2,232.7898659706116,232.7611289024353,58.0,162029,8106,0,2,24866,1,590,1,2000,4,3,69.59652208535246,0.8628656783511439,0.01801656880881525,0.0,0.003389830508474576,0.024796229825764404,15728.813991289657,613.0713584131917,13.394065607531466,231.48909934361777,0.030672722175039,282606.2581194583
6227,dummy-lora-7b-rank-8-939,359,3,232.8150427341461,232.75919771194455,58.0,161745,8108,0,2,24866,1,590,1,2000,15,7,53.72009682749081,0.4406279187587877,0.01443738438027829,0.0,0.005084745762711864,0.02460687590570202,6535.9451140113815,546.5286078225513,2.8744756055331147,211.02602892655594,0.04184838033030446,26502.037581761848
6228,dummy-lora-7b-rank-8-1194,126,1,232.75791478157043,232.75749969482425,58.0,162030,8109,0,2,24866,1,590,1,2000,3,1,2409.134980061569,20.374031605759342,0.005067159977479289,0.0,0.001694915254237288,0.008456990485953865,308369.2774478808,2203.206420362542,51.31137281351115,235.26112604141235,0.03720829521943834,1094603.3792257814
